res_id,name,establishment,url,address,city,city_id,locality,latitude,longitude,zipcode,country_id,locality_verbose,cuisines,timings,average_cost_for_two,price_range,currency,highlights,aggregate_rating,rating_text,votes,photo_count,opentable_support,delivery,takeaway
18851371,Station Bar,['Bar'],https://www.zomato.com/ncr/station-bar-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"F-60, Second Floor, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.6310608845,77.2200307623,,1,"Connaught Place, New Delhi","Asian, Continental, North Indian, Mediterranean, Bar Food",Mon-Sun (12 Noon to 1 AM),1600,3,Rs.,"['Lunch', 'Serves Alcohol', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'DJ', 'Fullbar', 'Live Music', 'Air Conditioned', 'Smoking Area', 'Nightlife', 'Outdoor Seating', 'Indoor Seating', 'Digital Payments Accepted', 'Wifi']",4.8,Excellent,1009,1981,0.0,-1,-1
18856789,AIR- An Ivory Region,['Lounge'],https://www.zomato.com/ncr/air-an-ivory-region-punjabi-bagh-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1/83, Third Floor, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,1,Punjabi Bagh,28.547809,76.9869859,,1,"Punjabi Bagh, New Delhi","North Indian, Chinese, Continental, Asian",12 Noon to 12 Midnight,1400,3,Rs.,"['Dinner', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'DJ', 'Live Entertainment', 'Nightlife', 'Outdoor Seating', 'Beer', 'Indoor Seating', 'Serves Cocktails', 'Air Conditioned', 'Smoking Area', 'Free Parking', 'Live Sports Screening', 'Fullbar', 'Wine', 'Live Music', 'Rooftop', 'Table booking recommended', 'Sneakpeek']",4.1,Very Good,2472,1079,0.0,-1,-1
18216901,Unplugged Courtyard,['Bar'],https://www.zomato.com/ncr/unplugged-courtyard-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"23/7, L Block, Middle Circle, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.6342528876,77.2215063125,110001,1,"Connaught Place, New Delhi","North Indian, Continental, Momos",12 Noon to 1 AM,1600,3,Rs.,"['Lunch', 'Serves Alcohol', 'Cash', 'Credit Card', 'Debit Card', 'Dinner', 'Takeaway Available', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Live Entertainment', 'Nightlife', 'Fullbar', 'Live Music', 'Romantic Dining', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Smoking Area', 'Brunch']",4.1,Very Good,3492,7882,0.0,-1,-1
312603,Lord Of The Drinks,['Lounge'],https://www.zomato.com/ncr/lord-of-the-drinks-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"G-72, 1st Floor, Outer Circle, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.6317444939,77.2166890651,,1,"Connaught Place, New Delhi","European, Chinese, North Indian, Italian, Asian",11 AM to 12:45 AM,2500,4,Rs.,"['Dinner', 'Cash', 'Debit Card', 'Lunch', 'Credit Card', 'Nightlife', 'Indoor Seating', 'Table booking recommended', 'Digital Payments Accepted', 'Sneakpeek', 'Wifi', 'Fullbar', 'Above 18 Only', 'Restricted Entry', 'Air Conditioned', 'LGBTQIA Friendly', 'Smoking Area']",4.5,Excellent,9540,5445,0.0,-1,-1
7227,Out Of The Box,['Casual Dining'],https://www.zomato.com/ncr/out-of-the-box-khan-market-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"5, Khan Market, New Delhi",New Delhi,1,Khan Market,28.5997905,77.2262576,110003,1,"Khan Market, New Delhi","North Indian, Lebanese, Mexican, Italian, American",12 Noon to 1 AM,1550,3,Rs.,"['Lunch', 'Delivery', 'Dinner', 'Takeaway Available', 'Serves Alcohol', 'Credit Card', 'Cash', 'Debit Card', 'Nightlife', 'Air Conditioned', 'Smoking Area', 'Fullbar', 'Table booking recommended', 'Live Music', 'Axis Bank - Dining Delights', 'Live Sports Screening', 'Indoor Seating', 'Wifi']",4.7,Excellent,2631,3319,0.0,1,-1
18204820,Themis Barbecue House,['Lounge'],https://www.zomato.com/ncr/themis-barbecue-house-netaji-subhash-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 251, 2nd Floor, Above Stanmax Aggarwal Millennium Tower 1, Netaji Subhash Place, New Delhi",New Delhi,1,Netaji Subhash Place,28.693303749,77.1490457654,110035,1,"Netaji Subhash Place, New Delhi","North Indian, BBQ","11:30am – 5pm, 6:30pm – 12midnight (Mon-Sun)",1400,3,Rs.,"['Dinner', 'Credit Card', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Live Sports Screening', 'Live Music', 'Rooftop', 'Table booking recommended', 'Sneakpeek', 'Smoking Area', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Buffet']",4.5,Excellent,2645,4425,0.0,-1,-1
310470,Moolchand Parantha,[],https://www.zomato.com/ncr/moolchand-parantha-lajpat-nagar-4-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Moolchand Metro Station, Lajpat Nagar 4, New Delhi",New Delhi,1,Lajpat Nagar 4,28.56413479,77.2343477234,,1,"Lajpat Nagar 4, New Delhi",North Indian,9 AM to 11:30 PM,300,1,Rs.,"['Cash', 'Takeaway Available', 'No Seating Available', 'Dinner', 'Lunch']",4.2,Very Good,2057,635,0.0,-1,-1
1777,Rajinder Da Dhaba,['Quick Bites'],https://www.zomato.com/ncr/rajinder-da-dhaba-safdarjung-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"AB-14, Safdarjung Enclave Market, Safdarjung, New Delhi",New Delhi,1,Safdarjung,28.5654472219,77.1992741525,0,1,"Safdarjung, New Delhi","North Indian, Rolls",5 PM to 12 Midnight,800,2,Rs.,"['Standing Tables', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card']",4.2,Very Good,5498,1949,0.0,-1,-1
18562836,Diggin,['Café'],https://www.zomato.com/ncr/diggin-chanakyapuri-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"10, Santushti Shopping Complex, Race Course Road, Chanakyapuri, New Delhi",New Delhi,1,Chanakyapuri,28.5951564512,77.19792399560001,,1,"Chanakyapuri, New Delhi","Cafe, Italian, Mexican, Desserts",11:30am – 10pm (Mon-Sun),1300,3,Rs.,"['Lunch', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Indoor Seating']",4.3,Very Good,2672,4140,0.0,-1,-1
7713,Ardor 2.1,['Lounge'],https://www.zomato.com/ncr/ardor-2-1-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"N-55/56 & 88/89, Outer Circle, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.6302083528,77.2195640579,0,1,"Connaught Place, New Delhi","North Indian, Chinese, Continental, Italian",12:30 PM to 12:30 AM (Mon-Sun),1800,3,Rs.,"['Lunch', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Live Sports Screening', 'Valet Parking Available', 'Live Music', 'Romantic Dining', 'Free Wifi', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Hookah', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Rooftop', 'Table booking recommended', 'Air Conditioned', 'Smoking Area']",4.2,Very Good,3472,8419,0.0,-1,-1
302424,Janta Eating House,['Quick Bites'],https://www.zomato.com/ncr/janta-eating-house-shahdara-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Loni Road, Shahdara, New Delhi",New Delhi,1,Shahdara,28.6822295225,77.2923803329,,1,"Shahdara, New Delhi",North Indian,"11 AM to 4 PM, 7 PM to 1 AM",150,1,Rs.,"['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Indoor Seating', 'Pure Veg']",4.1,Very Good,1135,45,0.0,-1,-1
5059,Om Sweets & Snacks,['Quick Bites'],https://www.zomato.com/ncr/om-sweets-snacks-jail-road-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"GL-23, Hari Nagar, Jail Road, New Delhi",New Delhi,1,Jail Road,28.6277722575,77.1003485844,0,1,"Jail Road, New Delhi","North Indian, South Indian, Street Food, Mithai",8am – 10:30pm (Mon-Sun),500,2,Rs.,"['Cash', 'Debit Card', 'Takeaway Available', 'Breakfast', 'Lunch', 'Credit Card', 'Delivery', 'Dinner', 'Air Conditioned', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes']",4.3,Very Good,2135,1054,0.0,1,-1
307406,Pandit Ji Parantha Hut,['Quick Bites'],https://www.zomato.com/ncr/pandit-ji-parantha-hut-ashok-vihar-phase-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"10, Community Centre, Ashok Vihar Phase 2, New Delhi",New Delhi,1,Ashok Vihar Phase 2,28.6961178,77.1793854,,1,"Ashok Vihar Phase 2, New Delhi","North Indian, Street Food",7 AM to 11 PM,150,1,Rs.,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Breakfast', 'Outdoor Seating']",4.1,Very Good,1824,114,0.0,1,-1
18517789,Singla's,['Quick Bites'],https://www.zomato.com/ncr/singlas-ip-extension-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A-139/140, Main Road, Madu Vihar, Near Hasnpur Depot, IP Extension, New Delhi",New Delhi,1,IP Extension,28.6359046163,77.3056223989,110092,1,"IP Extension, New Delhi","North Indian, South Indian, Chinese, Continental, Mithai, Italian",8 AM to 11 PM,500,2,Rs.,"['Lunch', 'Delivery', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Free Parking', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Pure Veg', 'Indoor Seating', 'Air Conditioned']",4.1,Very Good,1106,376,0.0,-1,-1
307490,Summer House Cafe,['Bar'],https://www.zomato.com/ncr/summer-house-cafe-hauz-khas-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1st Floor, DDA Shopping Complex, Aurobindo Place, Hauz Khas, New Delhi",New Delhi,1,Hauz Khas,28.552373115500004,77.2038704529,110016,1,"Hauz Khas, New Delhi","Italian, Finger Food, Salad",12noon – 12:30AM (Mon-Sun),2000,4,Rs.,"['Lunch', 'Credit Card', 'Cash', 'Debit Card', 'Serves Alcohol', 'Dinner', 'Takeaway Available', 'Live Music', 'Axis Bank - Dining Delights', 'Fullbar', 'Table booking recommended', 'Nightlife', 'Air Conditioned', 'Smoking Area', 'Indoor Seating']",4.3,Very Good,4618,3266,0.0,-1,-1
301605,Warehouse Cafe,['Lounge'],https://www.zomato.com/ncr/warehouse-cafe-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"D 19/ 20, D Block, Inner Circle, Near Rajiv Chowk Metro Station Gate 3, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.6337385011,77.2209410369,110001,1,"Connaught Place, New Delhi","American, Continental, Italian, North Indian, Asian, Salad, Juices, Momos",12 Noon to 1 AM,2100,4,Rs.,"['Lunch', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Live Sports Screening', 'Live Music', 'Above 18 Only', 'Air Conditioned', 'Hookah', 'Sneakpeek', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Smoking Area']",4.1,Very Good,9988,3413,0.0,-1,-1
18377912,Zaika-e-Dilli,['Casual Dining'],https://www.zomato.com/ncr/zaika-e-dilli-shahdara-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"C-9/17, Yamuna Vihar, Shahdara, New Delhi",New Delhi,1,Shahdara,28.7002341035,77.27210484449999,,1,"Shahdara, New Delhi","North Indian, Chinese, South Indian",12 Noon to 11 PM,500,2,Rs.,"['Credit Card', 'No Alcohol Available', 'Cash', 'Lunch', 'Takeaway Available', 'Dinner', 'Delivery', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned', 'Pure Veg']",4.1,Very Good,1467,215,0.0,1,-1
308969,Shree Gopal Ji Chole Bhature,[],https://www.zomato.com/ncr/shree-gopal-ji-chole-bhature-rohini-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Flat 148, Pocket 7, Rohini, New Delhi",New Delhi,1,Rohini,28.7003917332,77.1020336822,,1,"Rohini, New Delhi",North Indian,7:30 AM to 3:30 PM,200,1,Rs.,"['Lunch', 'Delivery', 'Cash', 'Takeaway Available', 'Breakfast', 'Pure Veg']",4.3,Very Good,1510,117,0.0,-1,-1
18273624,Cafeteria & Co.,['Casual Dining'],https://www.zomato.com/ncr/cafeteria-co-vijay-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"G 14, Hudson Lane, Vijay Nagar, New Delhi",New Delhi,1,Vijay Nagar,28.694424283000004,77.20416247840001,,1,"Vijay Nagar, New Delhi","Continental, Mexican, Fast Food",11:30AM to 11:30PM (Mon-Sun),900,2,Rs.,"['Lunch', 'Serves Alcohol', 'Cash', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Live Sports Screening', 'Air Conditioned', 'Indoor Seating', 'Table booking recommended', 'Kid Friendly']",4.6,Excellent,4598,11271,0.0,-1,-1
2008,Hira Sweets,['Sweet Shop'],https://www.zomato.com/ncr/hira-sweets-laxmi-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"E-60, Vikas Marg, Laxmi Nagar, New Delhi",New Delhi,1,Laxmi Nagar,28.6338214859,77.2817581147,0,1,"Laxmi Nagar, New Delhi","Mithai, North Indian, South Indian, Fast Food",8:30am – 11pm (Mon-Sun),500,2,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Delivery', 'Breakfast', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes']",4.0,Very Good,1298,630,0.0,1,-1
309848,Singla's,['Sweet Shop'],https://www.zomato.com/singlas?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"232, Near Dwarka Sector 9 Metro Station, Sector 9, Dwarka",New Delhi,1,"Sector 9, Dwarka",28.5743213876,77.06717435270001,75,1,"Sector 9, Dwarka, New Delhi","Mithai, South Indian, Chinese, North Indian, Street Food, Fast Food",8 AM to 2 AM,500,2,Rs.,"['Lunch', 'Delivery', 'Breakfast', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Pure Veg', 'Desserts and Bakes', 'Indoor Seating', 'Air Conditioned']",3.7,Good,1873,965,0.0,1,-1
18198449,Punjabi Angithi,['Casual Dining'],https://www.zomato.com/ncr/punjabi-angithi-paschim-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"32-22, A-4, DDA Market, Paschim Vihar, New Delhi",New Delhi,1,Paschim Vihar,28.6727887992,77.1090355888,,1,"Paschim Vihar, New Delhi","North Indian, Chinese, Momos, Rolls, Fast Food","11 AM to 5 PM, 6 PM to 11 PM",700,2,Rs.,"['Delivery', 'Debit Card', 'Lunch', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Pure Veg', 'Free Parking', 'Air Conditioned', 'Indoor Seating']",4.5,Excellent,3853,1602,0.0,1,-1
313256,The Junkyard Cafe,['Lounge'],https://www.zomato.com/ncr/the-junkyard-cafe-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"91, 2nd Floor, N Block, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.6301156539,77.2207150608,110001,1,"Connaught Place, New Delhi","North Indian, Mediterranean, Asian, Salad, Momos",12 Noon to 1 AM,1500,3,Rs.,"['Lunch', 'Serves Alcohol', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Air Conditioned', 'Hookah', 'Nightlife', 'Fullbar', 'Live Music', 'Table booking recommended', 'Smoking Area', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating']",4.4,Very Good,5919,7189,0.0,-1,-1
18246991,Odeon Social,['Lounge'],https://www.zomato.com/OdeonSocial?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"23, 1st Floor, Odeon Building, Radial 5, D Block, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.6343114475,77.2207928449,,1,"Connaught Place, New Delhi","Continental, American, Asian, North Indian, Momos, Beverages","10am – 12:30AM (Mon, Tue, Thu, Fri, Sat, Sun), 11am – 12:30AM (Wed)",1300,3,Rs.,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Debit Card', 'Live Sports Screening', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Smoking Area', 'Nightlife', 'Live Music', 'Restricted Entry', 'Wifi']",4.4,Very Good,6179,8075,0.0,-1,-1
18597717,BlackJack,['Casual Dining'],https://www.zomato.com/ncr/blackjack-punjabi-bagh-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 1, Plot 23, North West Avenue, Club Road, Punjabi Bagh West, Punjabi Bagh, New Delhi",New Delhi,1,Punjabi Bagh,28.6664802923,77.1249591932,,1,"Punjabi Bagh, New Delhi",American,12Noon to 10PM (Mon-Sun),500,2,Rs.,"['Cash', 'Debit Card', 'Lunch', 'No Alcohol Available', 'Takeaway Available', 'Credit Card', 'Dinner', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned']",4.6,Excellent,1888,3111,0.0,-1,-1
7224,Cafe Wink,['Café'],https://www.zomato.com/ncr/cafe-wink-anand-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"G-1, Plot 9, Sikka Galaxy, Shreshtha Vihar, Anand Vihar, New Delhi",New Delhi,1,Anand Vihar,28.6572599816,77.317234017,110092,1,"Anand Vihar, New Delhi","Cafe, Continental, Italian",8 AM to 12 Midnight,800,2,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Table booking recommended', 'Air Conditioned']",4.7,Excellent,2538,5597,0.0,1,-1
6574,Pandit Ji Paranthe Wale,['Quick Bites'],https://www.zomato.com/ncr/pandit-ji-paranthe-wale-ashok-vihar-phase-2-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 14, Ashok Vihar Phase 2, New Delhi",New Delhi,1,Ashok Vihar Phase 2,28.6965655,77.1799506,0,1,"Ashok Vihar Phase 2, New Delhi",North Indian,7 AM to 11 PM (Mon-Sun),200,1,Rs.,"['Lunch', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Cash', 'Breakfast', 'Outdoor Seating', 'Digital Payments Accepted']",4.0,Very Good,1747,188,0.0,-1,-1
18607069,Chili's Grill & Bar,['Casual Dining'],https://www.zomato.com/ncr/chilis-grill-bar-tagore-garden-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"S 8 & 9, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi",New Delhi,1,"Pacific Mall, Tagore Garden",28.6422699874,77.10643619300001,,1,"Pacific Mall, Tagore Garden, New Delhi","Italian, Finger Food",12 Noon to 1 AM,2000,4,Rs.,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Mall Parking', 'Fullbar', 'Table booking recommended', 'Wifi', 'Indoor Seating', 'Air Conditioned', 'Smoking Area']",4.9,Excellent,2804,1173,0.0,1,-1
